name,general,specify,enrollment,language,rating,level,duration,instructor,instructor_rate,offered by
Kinematics: Describing the Motions of Spacecraft,Physical Science and Engineering,Physics and Astronomy,23262,English,4.9,Advanced,28,Hanspeter Schaub,5.0,University of Colorado Boulder
Kinetics: Studying Spacecraft Motion,Physical Science and Engineering,Physics and Astronomy,10003,English,4.8,Advanced,21,Hanspeter Schaub,4.9,University of Colorado Boulder
Spanish for Successful Communication in Healthcare Settings,Health,Patient Care,50387,Spanish,4.8,Intermediate,23,Maria Victoria Abad Rabat,4.9,Rice University
Spanish Vocabulary: Careers and Social Events,Language Learning,Other Languages,31619,English,4.7,Beginner,19,Dr. Robert Blake,4.5,"University of California, Davis"
Spanish Vocabulary: Cultural Experience,Language Learning,Other Languages,45402,English,4.6,Beginner,17,Dr. Robert Blake,4.6,"University of California, Davis"
Spanish Vocabulary: Meeting People,Language Learning,Other Languages,220701,English,4.6,Beginner,16,Dr. Robert Blake,4.8,"University of California, Davis"
Spanish Vocabulary Project,Language Learning,Other Languages,26593,English,4.8,Beginner,21,Dr. Robert Blake,4.8,"University of California, Davis"
"Spanish Vocabulary: Sports, Travel, and the Home",Language Learning,Other Languages,30648,English,4.7,Beginner,18,Dr. Robert Blake,4.8,"University of California, Davis"
Distributed Computing with Spark SQL,Data Science,Data Analysis,43709,English,4.5,Intermediate,13,"Conor Murphy, Brooke Wenig",4.6,"University of California, Davis"
Geospatial and Environmental Analysis,Physical Science and Engineering,Environmental Science and Sustainability,37509,English,4.8,Intermediate,13,Nick Santos,4.9,"University of California, Davis"
Spatial Analysis and Satellite Imagery in a GIS,Physical Science and Engineering,Environmental Science and Sustainability,26185,English,4.9,Beginner,14,Don Boyes,4.9,University of Toronto
Spatial Data Science and Applications,Data Science,Data Analysis,24805,English,4.4,Intermediate,11,Joon Heo,4.5,Yonsei University
"Speak English Professionally: In Person, Online & On the Phone",Language Learning,Learning English,894759,English,4.7,Other,16,Amalia B. Stephens,4.8,Georgia Institute of Technology
Speaking to Inspire: Ceremonial and Motivational Speeches,Personal Development,Personal Development,32651,English,4.8,Beginner,15,Dr. Matt McGarrity,4.8,University of Washington
Speaking and Presenting: Pitches and Persuasion,Personal Development,Personal Development,5559,English,4.6,Beginner,9,Patrick Barry,4.3,University of Michigan
Speaking and Presenting: Poise,Personal Development,Personal Development,19672,English,4.6,Beginner,12,Patrick Barry,4.7,University of Michigan
Speaking and Presenting: Tact,Personal Development,Personal Development,3199,English,4.5,Beginner,9,Patrick Barry,4.7,University of Michigan
Advanced Speaking and Listening Project,Language Learning,Learning English,8311,English,4.8,Intermediate,20,"Tamy Chapman, Brad Gilpin",5.0,"University of California, Irvine"
Speaking and Presenting: Conversation Starters,Personal Development,Personal Development,4866,English,4.6,Beginner,9,Patrick Barry,4.8,University of Michigan
Speaking Skills for University Success,Language Learning,Learning English,9863,English,4.8,Beginner,7,Marla Yoshida,4.9,"University of California, Irvine"
Specialty Topics: Biology Across Disciplines,Health,Basic Science,2641,English,4.5,Beginner,12,Melanie Peffer,4.8,University of Colorado Boulder
Introduction to Molecular Spectroscopy,Physical Science and Engineering,Chemistry,56359,English,4.7,Intermediate,10,"""Patrick J OMalley, D.Sc""",4.5,University of Manchester   
Splunk Knowledge Manager 101,Information Technology,Security,13926,English,4.7,Beginner,2,Splunk Instructor,4.7,Splunk Inc.
Splunk Search Expert 101,Information Technology,Security,6598,English,4.7,Beginner,2,Splunk Instructor,4.7,Splunk Inc.
Splunk Search Expert 102,Information Technology,Security,2524,English,4.7,Beginner,5,Splunk Instructor,4.7,Splunk Inc.
Splunk Search Expert 103,Information Technology,Security,1737,English,4.8,Beginner,4,Splunk Instructor,4.0,Splunk Inc.
Sport Sponsorship. Let them Play,Business,Marketing,13274,English,4.4,Beginner,9,Richard Denton,4.4,Universitat Autònoma de Barcelona
Becoming a Sports Agent,Social Sciences,Law,14980,English,4.7,Beginner,29,"Peter A. Carfagna, Richard J. Volante, Esq.",5.0,Case Western Reserve University
Sports and Building Aerodynamics,Physical Science and Engineering,Environmental Science and Sustainability,15714,English,4.8,Intermediate,24,Bert Blocken,4.8,Eindhoven University of Technology
Sports Marketing,Business,Marketing,40261,English,4.7,Intermediate,13,Candy Lee,4.7,Northwestern University
Sports and Society,Social Sciences,Governance and Society,31225,English,4.8,Other,12,Orin Starn,4.9,Duke University
Spring - Cloud Overview,Computer Science,Software Development,4267,English,4.3,Intermediate,9,Derek Parsons,4.5,LearnQuest
Spring - Ecosystem and Core,Computer Science,Software Development,21537,English,3.7,Intermediate,11,Derek Parsons,3.6,LearnQuest
"Spring MVC, Spring Boot  and Rest Controllers",Computer Science,Software Development,16234,English,4.2,Intermediate,11,Derek Parsons,3.9,LearnQuest
Spring Data Repositories,Computer Science,Software Development,4698,English,3.8,Intermediate,9,Derek Parsons,4.3,LearnQuest
医学统计学与SPSS软件（基础篇）,Health,Health Informatics,17198,Chinese (Simplified),4.6,Other,11,何 平平,4.5,Peking University
Databases and SQL for Data Science with Python,Data Science,Data Analysis,392352,English,4.6,Beginner,29,"Hima Vasudevan, Rav Ahuja",4.6,IBM
SQL for Data Science Capstone Project,Data Science,Data Analysis,33940,English,4.2,Intermediate,35,Don Noxon,4.4,"University of California, Davis"
SQL for Data Science with R,Data Science,Data Analysis,14427,English,4.2,Beginner,27,Rav Ahuja,4.3,IBM
SQL for Data Science,Data Science,Data Analysis,569098,English,4.6,Beginner,18,Sadie St. Lawrence,4.7,"University of California, Davis"
SQL für Data Science,Data Science,Data Analysis,10784,German,4.4,Beginner,13,Sadie St. Lawrence,4.9,"University of California, Davis"
SQL para el desarrollo web,Computer Science,Software Development,1617,Spanish,4.8,Beginner,11,Rubén Baez,4.7,Universidad de Palermo
SQL: A Practical Introduction for Querying Databases,Data Science,Data Analysis,12296,English,4.6,Beginner,21,Rav Ahuja,4.7,IBM
SQL Server数据库技术,Computer Science,Software Development,7840,Chinese (Simplified),4.7,Beginner,9,"谢涛, 赵英良, 吴 宁",4.7,Xi'an Jiaotong University
SRS Documents: Requirements and Diagrammatic Notations,Computer Science,Software Development,5839,English,4.3,Beginner,17,Kristen Walcott-Justice,3.7,University of Colorado System
Introducing Security: Aligning Asset and Risk Management,Information Technology,Security,7902,English,4.6,Beginner,7,(ISC)² Education & Training,4.7,ISC2
Risk Management: Use of Access Controls to Protect Assets,Information Technology,Security,3111,English,4.8,Beginner,6,(ISC)² Education & Training,5.0,ISC2
"Securing Software, Data and End Points",Information Technology,Security,2588,English,4.8,Beginner,7,(ISC)² Education & Training,4.7,ISC2
Cloud and Wireless Security,Information Technology,Security,3378,English,4.6,Beginner,5,(ISC)² Education & Training,4.7,ISC2
Incident Detection and Response,Information Technology,Security,3273,English,4.9,Beginner,6,(ISC)² Education & Training,4.6,ISC2
Maturing Risk Management,Information Technology,Security,2431,English,4.9,Beginner,6,(ISC)² Education & Training,4.7,ISC2
Strategic Sales Management Final Project,Business,Business Strategy,3419,English,4.5,Intermediate,7,"Samantha Mazzero, Nelson Yoshida",4.7,Fundação Instituto de Administração
Stages of Incident Response,Computer Science,Computer Security and Networks,2883,English,4.5,Beginner,4,Keatron Evans,5.0,Infosec
Standardisation & Technology,Business,Business Strategy,2029,English,4.5,Beginner,7,Jan Smits,4.2,EIT Digital 
Introduction to Statistics,Data Science,Data Analysis,379206,English,4.6,Beginner,14,Guenther Walther,4.5,Stanford University
بدء عملية تصميم تجربة المستخدم: التعاطف والتحديد والتصور,Computer Science,Design and Product,13926,Arabic,4.9,Beginner,30,Google Career Certificates,4.7,Google
"Start the UX Design Process: Empathize, Define, and Ideate",Computer Science,Design and Product,432837,English,4.8,Beginner,21,Google Career Certificates,4.8,Google
Start Your Lifelong Learning,Business,Business Essentials,13926,English,4.5,Beginner,12,Accenture Teaching Staff,4.7,Accenture
The Search for Great Ideas: Harnessing creativity to empower innovation. ,Business,Entrepreneurship,18540,English,4.5,Other,6,"Forrest S. Carter, David Wheeler, Ken Szymusiak",4.7,Michigan State University
Capstone - Launch Your Own Business!,Business,Entrepreneurship,6697,English,4.9,Other,19,"Forrest S. Carter, Ken Szymusiak",4.6,Michigan State University
Action-Driven Business Plan: From the ‘Classroom’ to the World,Business,Entrepreneurship,9429,English,4.9,Other,10,Prof. (Emeritus) Shlomo Maital,4.8,Technion - Israel Institute of Technology
Cracking the Creativity Code: Discovering Ideas,Business,Entrepreneurship,56243,English,4.7,Other,12,Prof. (Emeritus) Shlomo Maital,4.8,Technion - Israel Institute of Technology
From Idea to Startup,Business,Entrepreneurship,46104,English,4.8,Other,19,Prof. (Emeritus) Shlomo Maital,4.8,Technion - Israel Institute of Technology
Innovation Career Lessons from a Master,Business,Entrepreneurship,15809,English,4.8,Beginner,17,"Dadi Perlmutter, Prof. (Emeritus) Shlomo Maital",4.8,Technion - Israel Institute of Technology
How to Finance and Grow Your Startup – Without VC,Business,Entrepreneurship,82369,English,4.6,Beginner,22,"John Mullins, University of London",4.5,London Business School
Capstone Course: Start Up Your Fintech Future,Business,Entrepreneurship,1905,English,4.3,Beginner,12,Co-Pierre Georg,4.7,University of Cape Town
New Venture Finance: Startup Funding for Entrepreneurs,Business,Entrepreneurship,38240,English,4.6,Other,20,Michael R. Pratt,4.5,"University of Maryland, College Park"
How to Validate your Startup Idea,Business,Entrepreneurship,21753,English,4.3,Other,20,"Martin Bliemel, Allya Koesoema",4.6,UNSW Sydney (The University of New South Wales)
Créer et développer une startup technologique,Business,Entrepreneurship,33762,French,4.6,Other,10,"Etienne Krieger, Romain Beaume, École Polytechnique",4.7,HEC Paris
Startup Valuation Methods,Business,Finance,39886,English,4.4,Intermediate,6,"Manuel Adelino, David Robinson",4.3,Duke University
Design Thinking and Global Startup,Business,Business Strategy,7623,English,4.7,Beginner,7,Yoon Yong Jin,4.7,Korea Advanced Institute of Science and Technology(KAIST)
State Estimation and Localization for Self-Driving Cars,Computer Science,Software Development,47709,English,4.7,Advanced,26,"Steven Waslander, Jonathan Kelly",4.7,University of Toronto
Introduction to Statistical Analysis:  Hypothesis Testing,Data Science,Data Analysis,13849,English,4.6,Intermediate,10,Jordan Bakerman,4.7,SAS
Statistics for Genomic Data Science,Data Science,Probability and Statistics,34215,English,4.2,Other,9,"Jeff Leek, PhD",4.8,Johns Hopkins University
Statistical Inference,Data Science,Probability and Statistics,175965,English,4.2,Other,54,"Brian Caffo, PhD, Jeff Leek, PhD, Roger D. Peng, PhD",4.3,Johns Hopkins University
Statistical Inference and Hypothesis Testing in Data Science Applications,Data Science,Probability and Statistics,4467,English,4.8,Intermediate,36,Jem Corcoran,4.9,University of Colorado Boulder
Statistical Inference for Estimation in Data Science,Data Science,Probability and Statistics,5072,English,4.1,Intermediate,28,Jem Corcoran,4.3,University of Colorado Boulder
Improving your statistical inferences,Data Science,Probability and Statistics,72202,English,4.9,Intermediate,27,Daniel Lakens,4.9,Eindhoven University of Technology
Statistical Mechanics: Algorithms and Computations,Physical Science and Engineering,Physics and Astronomy,35990,English,4.8,Other,15,Werner Krauth,4.9,École normale supérieure
Statistical Molecular Thermodynamics,Physical Science and Engineering,Chemistry,24240,English,4.9,Beginner,20,Dr.  Christopher J.  Cramer,4.9,University of Minnesota
Statistical Thermodynamics: Molecules to Machines,Physical Science and Engineering,Mechanical Engineering,13244,English,3.8,Intermediate,10,Venkat Viswanathan,4.7,Carnegie Mellon University
"Statistical Thinking for Industrial Problem Solving, presented by JMP",Data Science,Data Analysis,7973,English,4.8,Beginner,44,Mia Stephens,4.7,SAS
Statistics for Data Science with Python,Data Science,Probability and Statistics,27198,English,4.5,Other,14,"Murtaza Haider, Aije Egwaikhide",4.3,IBM
Statistics for Marketing,Business,Marketing,16056,English,4.8,Beginner,16,Cameron Dodd,4.9,Meta
Statistics for International Business,Business,Finance,14019,English,3.8,Other,10,George Kapetanios,3.6,University of London
Non-Equilibrium Applications of Statistical Thermodynamics,Physical Science and Engineering,Mechanical Engineering,4974,English,4.4,Advanced,7,John W. Daily,4.1,University of Colorado Boulder
Basics of Statutory Compliance and Taxation,Business,Finance,3145,English,4.8,Intermediate,46,Tally Education Pvt. Ltd,4.7,Tally Education
"English for Science, Technology, Engineering, and Mathematics",Language Learning,Learning English,194834,English,4.8,Beginner,34,"Jack Sullivan, Alyssa Swanson",4.9,University of Pennsylvania
The Science of Stem Cells,Health,Basic Science,53587,English,4.7,Intermediate,10,Dr. Zehra Dincer,4.7,American Museum of Natural History
Stepping Up: Leading Others,Business,Leadership and Management,1563,English,4.1,Advanced,19,"Dr Nigel Spencer, Arun Singh, Mike Mister",4.7,Queen Mary University of London
Stepping Up: Preparing Yourself for Leadership,Business,Leadership and Management,1922,English,5.0,Advanced,18,"Dr Nigel Spencer, Arun Singh, Mike Mister",4.3,Queen Mary University of London
Stories of Infection,Health,Public Health,48139,English,4.9,Intermediate,11,"Maya Adam, MD",4.9,Stanford University
Capstone: Your Story,Arts and Humanities,Music and Art,12840,English,4.6,Other,7,Salvatore Scibona,4.9,Wesleyan University
Storytelling - Relanza tu Marca,Business,Business Strategy,13926,Spanish,4.9,Intermediate,15,Lorena Amarante,4.7,Universidad de Palermo
Foundations of strategic business analytics,Business,Business Essentials,65587,English,4.4,Other,7,Nicolas Glady ,4.5,ESSEC Business School
Capstone:  Create Value from Open Data,Business,Business Strategy,3685,English,4.2,Other,10,Nicolas Glady ,4.7,ESSEC Business School
Strategic Career Self-Management,Personal Development,Personal Development,41771,English,4.5,Intermediate,12,"Dr. Valeri Chukhlomin, Amy Giaculli",4.7,The State University of New York
Building Strategic Foresight Capabilities,Business,Leadership and Management,1819,English,4.9,Intermediate,10,"EDHEC Business School, Remco Lenstra, Camelia Ram, René Rohrbeck",4.7,UNESCO
Strategic Innovation: Building and Sustaining Innovative Organizations,Business,Marketing,55074,English,4.8,Beginner,15,"E. Geoffrey Love, Raj Echambadi",4.8,University of Illinois at Urbana-Champaign
Strategic Innovation: Managing Innovation Initiatives,Business,Marketing,25620,English,4.7,Beginner,20,E. Geoffrey Love,4.7,University of Illinois at Urbana-Champaign
Strategic Leadership and Management Capstone,Business,Leadership and Management,11768,English,4.7,Beginner,10,Jeff Flesher,4.5,University of Illinois at Urbana-Champaign
Strategic Management,Business,Business Strategy,111841,English,4.8,Other,10,Robert Austin,4.8,Copenhagen Business School
Strategic management: Be competitive,Business,Business Strategy,8859,English,4.8,Beginner,21,Associate Professor Ralf Wilden,4.6,Macquarie University
Strategic Sourcing,Business,Leadership and Management,12672,English,4.7,Beginner,5,Don Klock ,4.5,Rutgers the State University of New Jersey
Strategies for Assisted Living Communities during COVID-19,Health,Healthcare Management,8685,English,4.8,Beginner,10,"Molly Nace, Robin Jump, Alice Bonner, Juliana Bilowich, Morgan Katz",4.9,Johns Hopkins University
Strategies for Converting and Retaining Customers Online,Business,Marketing,4919,English,4.7,Beginner,10,Stephane Muller,4.6,"University of California, Irvine"
Strategies for Senior Housing Communities during COVID-19,Health,Public Health,5355,English,4.8,Beginner,10,"Molly Nace, Alice Bonner, Juliana Bilowich, Morgan Katz",4.8,Johns Hopkins University
The Strategist's Challenge,Business,Leadership and Management,4407,English,4.8,Beginner,5,"Jared Harris, Michael Lenox",4.7,University of Virginia Darden School Foundation
Business Strategy,Business,Business Strategy,73590,English,4.8,Intermediate,18,Deepak Somaya,4.8,University of Illinois at Urbana-Champaign
Strategy Formulation,Business,Business Strategy,34210,English,4.5,Other,16,Marcus Møller Larsen,4.4,Copenhagen Business School
Strategy Implementation,Business,Business Strategy,28281,English,4.6,Other,20,Nicolai Pogrebnyakov,4.6,Copenhagen Business School
"Making Successful Decisions through the Strategy, Law & Ethics Model",Business,Business Essentials,36525,English,4.7,Beginner,21,George Siedel,4.8,University of Michigan
Strategy and Sustainability,Business,Business Strategy,31691,English,4.7,Beginner,16,Mike Rosenberg,4.8,IESE Business School
Building Resilient Streaming Analytics Systems on Google Cloud,Information Technology,Cloud Computing,34497,English,4.6,Intermediate,8,Google Cloud Training,4.6,Google Cloud
Building Resilient Streaming Analytics Systems on GCP en Español,Information Technology,Cloud Computing,13926,Spanish,4.8,Intermediate,11,Google Cloud Training,4.4,Google Cloud
Building Resilient Streaming Analytics Systems on GCP 日本語版,Information Technology,Cloud Computing,13926,Japanese,4.8,Intermediate,11,Google Cloud Training,4.3,Google Cloud
Street Experiments for Sustainable and Resilient cities,Social Sciences,Governance and Society,1506,English,4.8,Beginner,12,"Benjamin Büttner, Technische Universität München (TUM), Ana Rivas",4.5, EIT Urban Mobility
Strengthening Your Widening Network ,Personal Development,Personal Development,9994,English,4.7,Intermediate,8,Sarah Chong,4.8,National University of Singapore
إدارة ضغوط الحياة  | Stress Management,Personal Development,Personal Development,4007,Arabic,4.9,Beginner,5,"Alfaisal.KLD, Dr. Mohammed Mahmoud",4.9,Alfaisal University | KLD
Foundation of Structural Dynamics,Physical Science and Engineering,Physics and Astronomy,1608,English,4.0,Intermediate,6,Yves Gourinat,3.8,ISAE-SUPAERO
Structural Equation Model and its Applications | 结构方程模型及其应用 (粤语),Data Science,Data Analysis,3120,Chinese (Traditional),4.8,Other,14,Prof. Kit Tai Hau 侯傑泰,4.7,The Chinese University of Hong Kong
Structured Approach to Problem Solving,Data Science,Data Analysis,2122,English,5.0,Beginner,12,Fractal Analytics ,4.7,Fractal Analytics
L'art des structures 1 : Câbles et arcs,Physical Science and Engineering,Mechanical Engineering,9068,French,4.8,Beginner,26,"Olivier L. Burdet, Aurelio Muttoni",4.7,École Polytechnique Fédérale de Lausanne
"L'Art des Structures 2 : treillis, poutres, dalles et cadres",Physical Science and Engineering,Mechanical Engineering,6580,French,4.7,Intermediate,46,Olivier L. Burdet,4.7,École Polytechnique Fédérale de Lausanne
Structuring Values in Modern China,Arts and Humanities,History,3902,English,4.7,Other,24,Prof. John Lagerwey,4.9,The Chinese University of Hong Kong
Study Designs in Epidemiology,Health,Public Health,12581,English,4.8,Intermediate,8,Filippos Filippidis,4.8,Imperial College London
Studying at Japanese Universities,Personal Development,Personal Development,45629,English,4.8,Beginner,11,"Yuko Itatsu, Yujin Yaguchi",4.8,The University of Tokyo
Applying to U.S. Universities,Personal Development,Personal Development,110142,English,4.8,Beginner,27,Erick Hyde,4.7,University of Pennsylvania
Study Skills for University Success,Language Learning,Learning English,6390,English,4.7,Beginner,9,Marla Yoshida,4.8,"University of California, Irvine"
Studying Cities: Social Science Methods for Urban Research,Social Sciences,Education,13573,English,4.7,Other,7,"Maria Zwanenburg, Rick Wolff, Laura Neijenhuis, Jan Fransen, Dorcas Nthoki",4.7,Erasmus University Rotterdam
東坡詞 (Ci Poetry of Su Dong Po),Arts and Humanities,Music and Art,9775,Chinese (Traditional),4.8,Beginner,18,劉少雄,4.8,National Taiwan University
算法基础,Computer Science,Algorithms,25870,Chinese (Simplified),4.8,Other,38,"Jiaying Liu 刘家瑛, Ph.D., 郭 炜",4.7,Peking University
Subsistence Marketplaces,Business,Leadership and Management,3401,English,4.4,Beginner,46,Madhu Viswanathan,4.7,University of Illinois at Urbana-Champaign
Sustainable Innovation for Subsistence Marketplaces,Business,Leadership and Management,13345,English,4.1,Beginner,35,Madhu Viswanathan,3.8,University of Illinois at Urbana-Champaign
The Science of Success: What Researchers Know that You Should Know,Business,Leadership and Management,173887,English,4.8,Beginner,11,Paula Caproni,4.8,University of Michigan
علم النجاح: ما يجب أن تعرفه من الباحثين ,Business,Leadership and Management,8012,Arabic,4.8,Beginner,10,Paula Caproni,4.8,University of Michigan
مهارات ذكاء النجاح | Success Intelligence Skills,Personal Development,Personal Development,13926,Arabic,4.8,Beginner,2,Alfaisal.KLD,4.7,Alfaisal University | KLD
Successful Interviewing,Language Learning,Learning English,50964,English,4.6,Other,20,"Daniela C. Wagner-Loera, Charles Duquette",4.7,"University of Maryland, College Park"
Suffering and the Human Condition,Social Sciences,Education,13926,English,4.6,Beginner,8,Don Grant,4.7,University of Colorado Boulder
Suicide Prevention,Personal Development,Personal Development,14886,English,4.6,Beginner,6,Alexis May,4.8,Wesleyan University
Summary Statistics in Public Health ,Health,Public Health,49238,English,4.8,Beginner,15,"John McGready, PhD, MS",4.8,Johns Hopkins University
Superbosses: Managing Talent & Leadership,Business,Leadership and Management,3682,English,4.9,Beginner,17,Sydney Finkelstein,4.8,Dartmouth College
 Supervised Machine Learning: Classification,Data Science,Machine Learning,22876,English,4.8,Intermediate,24,"Miguel Maldonado, Mark J Grover, Svitlana (Lana) Kramar, Joseph Santarcangelo",4.8,IBM
Supervised Machine Learning: Regression,Data Science,Machine Learning,28279,English,4.7,Intermediate,20,"Mark J Grover, Svitlana (Lana) Kramar, Miguel Maldonado",4.6,IBM
Supervision du raisonnement clinique,Health,Healthcare Management,3958,French,4.8,Beginner,32,"Elie Cogan, Université de Montréal, Marie-Claude Audétat, University of Geneva, Mathieu Nendaz, Nathalie Caire Fon",5.0,Université libre de Bruxelles
Supplier Management,Business,Leadership and Management,12472,English,4.7,Beginner,8,Don Klock ,4.7,Rutgers the State University of New Jersey
Supply Chain Analytics,Business,Business Essentials,25557,English,4.7,Beginner,9,Yao Zhao,4.6,Rutgers the State University of New Jersey
Supply Chain Analytics Essentials,Business,Business Essentials,44323,English,4.6,Beginner,9,Yao Zhao,4.5,Rutgers the State University of New Jersey
Managing Supply Chain Disruption During COVID-19,Business,Leadership and Management,9153,English,4.7,Beginner,9,Nehemiah Scott,4.7,University of Illinois at Urbana-Champaign
Supply Chain Excellence,Business,Business Strategy,15098,English,4.7,Intermediate,13,"Rudolf Leuschner, Ph.D.",4.7,Rutgers the State University of New Jersey
Supply Chain Finance Market and Fintech Ecosystem,Business,Finance,3433,English,4.5,Intermediate,6,"Jack Farmer, Oliver Belin",4.8,New York Institute of Finance
Supply Chain Logistics,Business,Business Essentials,245233,English,4.8,Beginner,8,"Rudolf Leuschner, Ph.D.",4.8,Rutgers the State University of New Jersey
Supply Chain Management: A Learning Perspective ,Business,Business Strategy,79788,English,4.7,Other,17,Bowon Kim,4.7,Korea Advanced Institute of Science and Technology(KAIST)
إدارة سلاسل الإمداد | Supply Chain Management,Business,Leadership and Management,2521,Arabic,4.8,Beginner,1,Alfaisal.KLD,5.0,Alfaisal University | KLD
Supply chain management: Be global,Business,Business Strategy,16230,English,4.8,Beginner,23,Dr Mehrdokht Pournader,4.6,Macquarie University
Supply Chain Management Strategy,Business,Business Strategy,28822,English,4.8,Other,13,"Rudolf Leuschner, Ph.D.",4.8,Rutgers the State University of New Jersey
Supply Chain Optimization,Business,Business Strategy,2181,English,4.5,Intermediate,8,Paul Jan,4.7,"University of California, Irvine"
Supply Chain Planning,Business,Business Strategy,5337,English,4.5,Intermediate,5,Paul Jan,4.3,"University of California, Irvine"
Supply Chain Principles,Business,Business Essentials,87125,English,4.6,Other,12,Timothy M Brown,4.5,Georgia Institute of Technology
Supply Market Analysis,Business,Leadership and Management,8360,English,4.8,Beginner,5,Don Klock ,4.8,Rutgers the State University of New Jersey
Supporting Clients,Social Sciences,Education,13926,English,4.9,Beginner,17,Goodwill Academy,4.6,Goodwill Industries International
Supporting Families and Caregivers,Health,Patient Care,2246,English,4.4,Beginner,10,"Kavitha Ramchandran, Jan DeNofrio",5.0,Stanford University
Supporting Parents of a Newborn Baby,Health,Patient Care,7591,English,4.9,Beginner,11,"Daniel Nicklas, Christine Gold, Mary Kohn, MD",4.7,University of Colorado System
Survey analysis to Gain Marketing Insights,Business,Marketing,12445,English,4.5,Other,5,David Schweidel,4.5,Emory University
Survival Analysis in R for Public Health,Health,Public Health,13331,English,4.5,Intermediate,11,Alex Bottle,4.7,Imperial College London
Surviving Disruptive Technologies (On Demand),Business,Leadership and Management,2576,English,4.7,Beginner,8,Hank C. Lucas,4.5,"University of Maryland, College Park"
Introduction to Sustainability,Physical Science and Engineering,Environmental Science and Sustainability,144591,English,4.8,Other,25,Dr. Jonathan Tomkin,4.8,University of Illinois at Urbana-Champaign
Careers in Sustainability,Physical Science and Engineering,Environmental Science and Sustainability,3097,English,4.4,Beginner,13,Christopher Boone,4.7,Arizona State University
Sustainable Vikings:  Sustainability & Corporate Social Responsibility in Scandinavia  ,Business,Leadership and Management,6199,English,4.7,Beginner,12,Robert Strand,4.7,Copenhagen Business School
Ash-Related Operational Challenges in Energy Utilization of Sustainable Fuels,Physical Science and Engineering,Environmental Science and Sustainability,2134,English,4.8,Intermediate,68,Flemming Jappe Frandsen,4.6,Technical University of Denmark (DTU)
" The Great Sustainability Transition: Global challenges, Local actions",Physical Science and Engineering,Environmental Science and Sustainability,2542,English,4.9,Beginner,26,"Paul Behrens, Thijs Bosker",4.8,Universiteit Leiden
Capstone: Creating A Sustainability Proposal,Business,Leadership and Management,3049,English,4.8,Intermediate,3,"John Byrd, Kenneth Bettenhausen",4.9,University of Colorado System
"Sustainability of Social-Ecological Systems: the Nexus between Water, Energy and Food",Physical Science and Engineering,Environmental Science and Sustainability,15834,English,4.5,Intermediate,23,"Tarik Serrano, Andrea Saltelli, Mario Giampietro",4.4,Universitat Autònoma de Barcelona
Sustainability through Soccer: Systems-Thinking in Action,Physical Science and Engineering,Environmental Science and Sustainability,4654,English,4.0,Beginner,9,Leidy Klotz,4.5,University of Virginia
Sustainable Agricultural Land Management,Physical Science and Engineering,Environmental Science and Sustainability,40155,English,4.8,Beginner,19,"George J. Hochmuth, Ph.D.",4.8,University of Florida
First Steps in Making the Business Case for Sustainability,Business,Leadership and Management,12952,English,4.7,Beginner,15,John Byrd,4.8,University of Colorado System
"Sustainable Business: Big Issues, Big Changes",Business,Leadership and Management,5719,English,4.7,Beginner,11,"John Byrd, Kenneth Bettenhausen",5.0,University of Colorado System
Sustainable Business Enterprises,Business,Business Strategy,8289,English,4.3,Beginner,20,Madhu Viswanathan,4.4,University of Illinois at Urbana-Champaign
The Age of Sustainable Development,Physical Science and Engineering,Environmental Science and Sustainability,131336,English,4.7,Other,30,Jeffrey Sachs,4.8,Columbia University
Sustainable Development in the 21st Century with Ban Ki-moon,Social Sciences,Governance and Society,15911,English,4.8,Beginner,15,Ban Ki-moon,4.8,Yonsei University
Sustainable Development - Ideas and Imaginaries,Arts and Humanities,History,2363,English,4.8,Other,15,Bo Fritzbøger,4.8,University of Copenhagen
Public Health Perspectives on Sustainable Diets,Health,Public Health,7672,English,4.8,Beginner,7,"Brent Kim, Roni Neff, Pamela Rhubart Berg, Becky Ramsing",4.7,Johns Hopkins University
Sustainable Digital Innovation,Business,Business Strategy,7018,English,4.5,Intermediate,13,"Jan Agri, Staffan Movin",4.3,EIT Digital 
Sustainable Fashion,Business,Business Strategy,55585,English,4.8,Beginner,5,"Kirsti Reitan Andersen, Ana Lucia Diaz Schiavon, Esben Rahbek Gjerdrum Pedersen",4.8,Copenhagen Business School
Principles of Sustainable Finance ,Business,Finance,51585,English,4.7,Intermediate,16,"Dirk Schoenmaker, Steve Kennedy, Eva Rood, Karen Maas, Rob van Tulder",4.6,Erasmus University Rotterdam
Sustainable Neighborhoods,Physical Science and Engineering,Environmental Science and Sustainability,1626,English,4.8,Intermediate,4,William Roper,4.7,Johns Hopkins University
"Sustainable Regional Principles, Planning and Transportation",Physical Science and Engineering,Environmental Science and Sustainability,3792,English,4.4,Intermediate,7,William Roper,4.2,Johns Hopkins University
Sustainable Tourism – promoting environmental public health,Health,Basic Science,34486,English,4.7,Beginner,14,Flemming Konradsen,4.8,University of Copenhagen
Sustainable Transportation Networks and Streetscapes,Physical Science and Engineering,Environmental Science and Sustainability,1556,English,4.7,Intermediate,4,William Roper,4.5,Johns Hopkins University
Sustainable Urban Water Systems,Physical Science and Engineering,Environmental Science and Sustainability,13926,English,4.9,Beginner,2,Anita Raimondi,4.7,Politecnico di Milano
