name,field,enrollment,language,rating,level,duration,description,skill,instructor,offered by
Nursing Informatics Leadership Theory and Practice,Data Science > Data Analysis,"2,388 already enrolled",Taught in English,4.7,Beginner level,18 hours (approximately),None,,"4.9  {'Daniel J. Pesut, Ph.D., RN, FAAN'}",University of Minnesota
Nursing Research: Principles and Methods(护理研究：基本原理与方法),Health > Research,,Taught in English,,Intermediate level,Approx. 9 hours to complete,None,,"None {'Weijiao Zhou', 'Shuyu Han', '王志稳', '于明明', 'Wu Junhui'}",Peking University
Engagement & Nurture Marketing Strategies,Business > Marketing,"49,816 already enrolled",Taught in English,4.8,,8 hours (approximately),None,"Social Marketing, Social Media, Writing, Marketing Strategy",4.7  {'Randy Hlavac'},Northwestern University
Nutrición y obesidad: control de sobrepeso,Health > Nutrition,"234,223 already enrolled",Taught in Spanish,4.8,Beginner level,Approx. 10 hours to complete,None,"Nutrition, Null Character, Diets, Physical Examination",4.8  {'Juan Luis Carrillo Toscano'},Universidad Nacional Autónoma de México
Nutrition Hot Topics and Controversies,Health > Nutrition,,Taught in English,,Beginner level,2 hours (approximately),"Learn how the body detoxifies itself through natural processes compared to commonly advertised detoxes and cleanses.Discover the effects of common sweeteners and nonnutritive sweeteners play on health.Learn the difference between genetically modified foods and conventionally grown produce.Compare the nutrients of organic, grass-fed, and pasture-raised animals used in meat production.","Nutrition Coaching, Genetically Modified Organisms (GMOs), Organic vs. Conventionally Farmed, Nonnutritive Sweeteners, Detoxes and Cleanses",None {'NASM Faculty'},National Academy of Sports Medicine
Nutrition and Lifestyle in Pregnancy,Health > Nutrition,"98,515 already enrolled",Taught in English,4.8,Intermediate level,Approx. 7 hours to complete,None,,4.8  {'Prof. Dr. Berthold Koletzko'},Ludwig-Maximilians-Universität München (LMU)
O Líder na Era do Digital e da Complexidade,Business > Leadership and Management,,Taught in Portuguese (Brazilian),,Beginner level,32 hours (approximately),None,"Problemas complexos, Economia digital, Mentalidade hacker, Self-organizing teams","None {'Edson Germano', 'Fernanda Marinho'}",Fundação Instituto de Administração
O Mundo dos Negócios das Subscrições,Business > Marketing,,Taught in Portuguese (Brazilian),,Beginner level,32 hours (approximately),None,"Desenvolver habilidades de atendimento ao cliente., Identificar oportunidades de atendimento ao cliente alinhadas ao negócio., Estabelecer novos modelos de negócios.",None {'Carlos Alves'},Fundação Instituto de Administração
O sucesso por meio das avaliações: análise e medição de marketing,Business > Marketing,,Taught in Portuguese (Brazilian),,Beginner level,26 hours (approximately),Definir o planejamento e estratégias de mídiaDescrever o que define uma campanha de marketing bem-sucedidaAvaliar as métricas em relação às metas de desempenho e fazer ajustes em um orçamento ou estratégia de marketingCriar apresentações e relatórios para atualizar partes interessadas sobre o progresso ou sucesso de uma campanha de marketing e insights importantes,"Gestão de planilhas, Criar apresentações para as partes interessadas, KPIs de marketing digital, Planejamento e estratégias de mídia, Análise de marketing",None {'Google Career Certificates'},Google
Object-Oriented C++: Inheritance and Encapsulation,Computer Science > Software Development,"9,984 already enrolled",Taught in English,4.8,Intermediate level,9 hours (approximately),How to architect larger programs using object-oriented principlesRe-use parts of classes using inheritanceEncapsulate relevant information and methods in a class,"Computer Science, C++, Polymorphism, Object-Oriented Programming (OOP), Inheritance","4.7  {'Elise Deitrick', 'Anh Le', 'Kevin Noelsaint'}",Codio
Object-Oriented Design,Computer Science > Software Development,"110,890 already enrolled",Taught in English,4.7,Intermediate level,17 hours (approximately),None,"Object-Oriented Design, Object-Oriented Analysis And Design, Unified Modeling Language (UML)",4.8  {'Kenny Wong'},University of Alberta
Object-Oriented Hierarchies in Java,Computer Science > Software Development,"13,220 already enrolled",Taught in English,4.7,Intermediate level,20 hours (approximately),None,"Recursively Enumerable Set, Java Compiler, Javac, Java Programming","4.5  {'Noel J. Bergman', 'Evan Bergman'}",LearnQuest
Object Oriented Programming in Java,Computer Science > Software Development,"284,218 already enrolled",Taught in English,4.7,Intermediate level,39 hours (approximately),None,"Logic Programming, Java Programming, Object-Oriented Programming (OOP), Sorting Algorithm","4.7  {'Leo Porter', 'Christine Alvarado', 'Mia Minnes'}",University of California San Diego
Object-Oriented Java: Inheritance and Encapsulation,Computer Science > Software Development,,Taught in English,,Intermediate level,9 hours (approximately),How to architect larger programs using object-oriented principlesRe-use parts of classes using inheritanceEncapsulate relevant information and methods in a class,"Computer Science, Polymorphism, Java Programming, Object-Oriented Programming (OOP), Inheritance","None {'Elise Deitrick', 'Anh Le', 'Patrick Ester'}",Codio
Object-Oriented Programming and GUI with Python,Computer Science > Software Development,,Taught in English,,Beginner level,10 hours (approximately),Students will understand why object oriented programming is used and how to create a graphical user interface.,"Computer Programming, Python Programming, Computer Language, Computer Coding",None {'Adwith Malpe'},Arizona State University
Introduction to Object-Oriented Programming with Java,Computer Science > Software Development,"28,834 already enrolled",Taught in English,4.7,Beginner level,17 hours (approximately),None,"Crt0, Recursively Enumerable Set, Computer Programming, Java Programming","4.5  {'Noel J. Bergman', 'Evan Bergman'}",LearnQuest
Object-Oriented Python: Inheritance and Encapsulation,Computer Science > Software Development,"5,976 already enrolled",Taught in English,4.4,Intermediate level,9 hours (approximately),How to architect larger programs using object-oriented principlesRe-use parts of classes using inheritanceEncapsulate relevant information and methods in a class,"Computer Science, Python Programming, Polymorphism, Object-Oriented Programming (OOP), Inheritance","4.6  {'Elise Deitrick', 'Patrick Ester'}",Codio
Object Tracking and Motion Detection with Computer Vision,Physical Science and Engineering > Electrical Engineering,"3,739 already enrolled",Taught in English,4.9,Intermediate level,13 hours (approximately),"Use pre-trained deep neural networks like YOLO to perform object detectionUse optical flow to detect motion & moving objectsPerform multi-object tracking to count, track, & determine the direction of objects","Computer Vision, Object Detection, Motion Detection, Optical Flow, Tracking","None {'Amanda  Wang', 'Matt Rich', 'Isaac Bruss', 'Brandon Armstrong', 'Megan Thompson'}",MathWorks
Foundations of Objective-C App Development,Computer Science > Mobile and Web Development,"32,194 already enrolled",Taught in English,4.6,,15 hours (approximately),None,"iOS App Development, Computer Programming, Xcode, Objective-C","4.9  {'Sam Kaufman', 'Don Patterson'}","University of California, Irvine"
Objetivos de desarrollo sostenible para América Latina y el Caribe,Social Sciences > Governance and Society,"20,280 already enrolled",Taught in Spanish,4.9,Beginner level,Approx. 14 hours to complete,"Entender qué son los ODS y la complejidad derivada de las interacciones de las dimensiones sociales, económicas y ambientales del desarrollo.Analizar las problemáticas latinoamericanas desde la perspectiva de los Objetivos de Desarrollo Sostenible (Dilemas, tensiones y contradicciones).","Estudio de casos, Capacidad de análisis, Pensamiento crítico","4.8  {'Felipe Castro Pachón', 'Diana Mercedes Trujillo Cárdenas', 'Manuel Rodríguez Becerra', 'Germán Andrade'}",Universidad de los Andes
Los Objetivos de Desarrollo Sostenible para las empresas,Business > Business Strategy,"7,023 already enrolled",Taught in Spanish,4.9,Beginner level,Approx. 16 hours to complete,"Entender qué es el desarrollo sostenible y cuál es su relación con el contexto en el que operan las empresas.Analizar la empresa desde la óptica del desarrollo sostenible, para garantizar su compromiso con la agenda de ODS y su sostenibilidad en el tiempo.Identificar herramientas que permiten alinear la operación del negocio con las contribuciones a la agenda de los ODS.","Desarrollo sostenible, Negocio sostenible, Capacidad de análisis, Pensamiento crítico","4.9  {'Felipe Castro Pachón', 'Carolina Urrutia Vásquez', 'Bart van Hoof', 'Ximena Rueda Fajardo  '}",Universidad de los Andes
Observability in Google Cloud,Information Technology > Cloud Computing,,Taught in English,,Beginner level,Approx. 6 hours to complete,Install and manage Ops Agent to collect logs for Compute Engine.Explain Cloud Operations for GKE.Analyze VPC Flow Logs and firewall rules logs.Analyze resource utilization cost for monitoring related components within Google Cloud.,,None {'Google Cloud Training'},Google Cloud
Oceanografía: una clave para entender mejor nuestro mundo,Physical Science and Engineering > Environmental Science and Sustainability,"19,048 already enrolled",Taught in Spanish,4.7,,Approx. 29 hours to complete,None,,"4.5  {'Jordi Serra ', 'Jordi Salat', 'Universitat de Barcelona'}",Fundació Navegació Oceànica Barcelona
Oceanography: a key to better understand our world,Physical Science and Engineering > Environmental Science and Sustainability,"25,968 already enrolled",Taught in English,4.5,,Approx. 29 hours to complete,None,,"4.4  {'Jordi Serra ', 'Universitat de Barcelona'}",Fundació Navegació Oceànica Barcelona
Overview of Connected Planning,Business > Business Strategy,,Taught in English,,Beginner level,14 hours (approximately),How Connected Planning differs from traditional planning approaches and why it is critical in today’s business environmentHow Connected Planning bridges the gap between strategic planning and operational executionThe quantitative and qualitative benefits of Connected Planning for an organization,"Business Planning, Technology Disruption, Strategic Planning, Business Strategy, Connected Planning","None {'Linda Scott', 'LA Foster'}",Anaplan
Odesa: Jews in the Modern World,Arts and Humanities > History,,Taught in English,4.7,Beginner level,Approx. 13 hours to complete,"Describe the connection between Odesa as a place of opportunity and abundance, international trade, and modern capitalism.Connect virtuosity with Jewish interculturality and the complications of multilingual cultural production .Describe the ambiguous class and economic status of Jews in the Russian Empire and Pale of Settlement.",,"None {'Murray Baumgarten', 'Peter Kenez'}","University of California, Santa Cruz"
ODS y sostenibilidad: una mirada desde los colegios,Social Sciences > Education,,Taught in Spanish,,Beginner level,Approx. 17 hours to complete,"Entender críticamente el concepto de desarrollo sostenibleEntender el rol de la educación en promover sostenibilidadConocer diferentes enfoques, principios y competencias para diseñar estrategias de educación para sostenibilidad.Conocer estrategias pedagógicas que permitan aplicar los conceptos y principios para resolver problemas relevantes de sostenibilidad en su contexto.Integrar y aplicar conocimientos adquiridos para diseñar una propuesta de educación para la sostenibilidad en su propio contexto","•	Habilidades de diseño de proyectos de educación y sostenibilidad, pensamiento sistémico, Pensamiento crítico, Habilidades comunicativas, •	Habilidades de diseño de estrategias pedagógicas de educación y sostenibilidad","None {'Johann Streiker Díaz Marín', 'Diana Carolina Ortiz Manrique', 'Jorge Baxter', 'Khristiam Camilo Páez Mateus', 'Laura J. Martín Cortés', 'Ángela María Barrientos', 'Felipe Castro Pachón'}",Universidad de los Andes
استراتيجيات التسويق الهجومية والدفاعية,Business > Marketing,,Taught in Arabic,,Beginner level,Approx. 1 hour to complete,التعرّف على أبعاد استراتيجيات التسويق الهجومية والدفاعية، اختيار التوقيت الأمثل لاستخدام الاستراتيجية الهجومية أو الدفاعية. تحديد الاستراتيجيات الفرعية اللازمة لتحقيق أهداف الاستراتيجيتين في نجاح الشركة.,"الإدارة, التسويق",None {'Alfaisal.KLD'},Alfaisal University | KLD
Office Productivity Software and Windows Fundamentals  ,Business > Business Essentials,,Taught in English,,Beginner level,4 hours (approximately),"Explain how to use key Windows features such as the Desktop, Start menu, File Explorer, Windows Search, and the Recycle BinDescribe the options for office productivity software and how to choose which one to use Explain different Windows applications, how to install them, and their unique features Create and use keyboard and desktop shortcuts to work more efficiently ","File Management, Windows, microsoft office, Windows 10, Office Productivity Software",None {'Steve Ryan'},SkillUp EdTech
Off the Clock: The Many Faces of Time,Personal Development > Personal Development,"2,052 already enrolled",Taught in English,4.8,Beginner level,Approx. 4 hours to complete,None,"Create connections amongst academic disciplines., Improve critical thinking skills, Explain and conceptualize different aspects of time in academia.","4.8  {'Eduardo A. B. Almeida', 'Marius Nils Müller'}",Universidade de São Paulo
Oil & Gas Industry Operations and Markets ,Physical Science and Engineering > Environmental Science and Sustainability,"132,109 already enrolled",Taught in English,4.8,,Approx. 7 hours to complete,None,"Energy, Geology, Directional Drilling, Enhanced Oil Recovery",4.8  {'Lincoln Pratson'},Duke University
OKR Certification: Leadership and Goal Setting,Business > Leadership and Management,"20,369 already enrolled",Taught in English,4.8,Beginner level,Approx. 23 hours to complete,Understand and write Objectives and Key Results (OKRs).Clearly communicate strategy and top priorities to your organization.Effectively align goals with initiatives across an entire organization.Implement an OKR program at your organization.,"goal setting, Communication, Planning, Business Strategy, Leadership And Management","4.9  {'Ryan Panchadsaram', 'Lisa Shufro', 'John Doerr'}",Measure What Matters
Old Norse Mythology in the Sources,Arts and Humanities > History,"15,247 already enrolled",Taught in English,4.6,Beginner level,Approx. 6 hours to complete,"Identify the differences in literary representation of Old Norse myths in medieval literature and the pre-Christian religionUnderstand the processes underlying the codification of Old Norse mythology, and how the literature was interpreted in ChristianityDescribe the key elements and features of Old Norse mythology and understand how Old Norse mythology came into existence as medieval literature","Mythology, Poetry, Religion, Literature, Scandinavian History",4.7  {'Mathias Nordvig'},University of Colorado Boulder
The Olympic Games and the Media,Business > Marketing,"6,242 already enrolled",Taught in English,4.7,Beginner level,Approx. 10 hours to complete,None,,4.4  {'Emilio Fernández Peña'},Universitat Autònoma de Barcelona
"The Emergence of Oncofertility (Past, Present & Future)",Health > Patient Care,,Taught in English,4.6,Beginner level,Approx. 2 hours to complete,None,"fertility, oncology, Oncofertility, Medicine, Reproduction","4.9  {'Mahmoud Salama, MD, PhD', 'Teresa K. Woodruff, Ph.D.', 'Michigan State University'}",Oncofertility Consortium
"One Health: Pandemic preparedness, prevention, and response",Health > Public Health,,Taught in English,4.5,Intermediate level,Approx. 19 hours to complete,None,,4.0  {'Marco Brambilla'},Politecnico di Milano
On Premises Installation and Fundamentals with Google Cloud's Apigee API Platform,Computer Science > Software Development,"7,399 already enrolled",Taught in English,4.7,Beginner level,3 hours (approximately),Identify the purpose and value of Apigee API Platform.Gain detailed understanding of Apigee API Platform architecture and recommended practices for topology design. Gain detailed understanding of Apigee terminology and logical organizational structures.Understand and practice the installation process.,,4.7  {'Google Cloud Training'},Google Cloud
"On Premises Management, Security, and Upgrade with Google Cloud's Apigee API Platform",Computer Science > Software Development,"3,290 already enrolled",Taught in English,4.7,Beginner level,3 hours (approximately),"Discuss platform and infrastructure operations capabilities, and recommended practices.Discuss the role of the Apigee management API and how it is used to manage the platform.
Gain understanding of the API deployment process.Discuss Apigee capabilities to secure API traffic to the platform. Understand how to configure TLS critical path components & user facing interfacesDiscuss the upgrade and rollback process for Apigee for private cloud. Gain understanding of Apigee analytics",,4.8  {'Google Cloud Training'},Google Cloud
On Premises Capacity Upgrade and Monitoring with Google Cloud's Apigee API Platform,Computer Science > Software Development,"2,787 already enrolled",Taught in English,4.7,Beginner level,3 hours (approximately),Describe the recommended practices for capacity planning and how to add and remove components to and from  the private cloud installation.Discuss the recommended practices for monitoring and how to monitor individual platform components.Discuss failure scenarios and troubleshooting practices.Understand the Apigee support model.,,4.7  {'Google Cloud Training'},Google Cloud
Object Oriented Development using C#,Computer Science > Software Development,"5,646 already enrolled",Taught in Arabic,3.4,Intermediate level,Approx. 17 hours to complete,Recognize and implement C# object-oriented (OO) programs using various building blocks. Demonstrate and use the main object-oriented programming features.Apply various types of data collections to solve real-world problems.Construct and execute querying statements using the C# Language Integrated Query (LINQ).,"LINQ queries, Data collections, C# programming, Object-Oriented Programming (OOP)",None {'Mahmoud M. Hammad'},Jordan University of Science and Technology
Open Design,Computer Science > Design and Product,,Taught in English,,Beginner level,Approx. 5 hours to complete,None,,"None {'Kevin Hoch', 'Aria Chernik, JD, PhD'}",Duke University
Innovation & Entrepreneurship - From Basics to Open Innovation,Business > Entrepreneurship,"17,098 already enrolled",Taught in English,4.6,Intermediate level,15 hours (approximately),None,,"4.7  {'Martin Vendel', 'Andrew Isaacs', 'Frans Nauta', 'Mark Coopersmith'}",EIT Digital 
Open Source Software Development Methods,Computer Science > Software Development,"49,764 already enrolled",Taught in English,4.6,Beginner level,4 hours (approximately),None,,4.7  {'Jerry Cooperstein'},The Linux Foundation
Tools for Data Science,Data Science > Data Analysis,"423,529 already enrolled",Taught in English,4.5,Beginner level,17 hours (approximately),"Describe the Data Scientist’s tool kit which includes: Libraries & Packages, Data sets, Machine learning models, and Big Data tools   Utilize languages commonly used by data scientists like Python, R, and SQL   Demonstrate working knowledge of tools such as Jupyter notebooks and RStudio and utilize their various features    Create and manage source code for data science using Git repositories and GitHub.   ","Data Science, Python Programming, Github, Rstudio, Jupyter notebooks","4.5  {'Aije Egwaikhide', 'Romeo Kienzler', 'Svetlana Levitan'}",IBM
Operating System Foundations,Computer Science > Computer Security and Networks,"3,658 already enrolled",Taught in English,4.8,,3 hours (approximately),None,,4.1  {'Keatron Evans'},Infosec
Operational Analytics with Microsoft Azure Synapse Analytics,Data Science > Data Analysis,"4,042 already enrolled",Taught in English,4.5,Intermediate level,11 hours (approximately),How to perform operational analytics against Azure Cosmos DB using the Azure Synapse Link feature within Azure Synapse AnalyticsHow to query Azure Cosmos DB with SQL Serverless/Apache Spark for Azure Synapse Analytics How to configure and enable Azure Synapse Link to interact with Azure Cosmos DBHow to use hybrid transactional and analytical processing to perform operational analytics with Azure Synapse Analytics ,"Microsoft Azure, Analytics, Apache Spark",None {' Microsoft'},Microsoft
Finance for Managers,Business > Finance,"34,377 already enrolled",Taught in English,4.8,,14 hours (approximately),None,"Dupont Analysis, Management Accounting, Business Analysis, Finance",4.9  {'Miguel Antón'},IESE Business School
Operational Risk Management: Frameworks & Strategies,Business > Finance,"8,874 already enrolled",Taught in English,4.6,Beginner level,6 hours (approximately),"Understand the fundamentals of operational risk management from the different roles in risk governance to the application of risk frameworksReport and investigate operational risk events, produce KRI data and trend analysis, and implement operational risk appetite frameworksBuild and implement an operational risk assessment program","Understand Operational Risk Key Risk Indicators (KRIs), Calculate Operational Risk Capital, Understand Operational Risk Scenario Analysis",4.6  {'Jack Farmer'},New York Institute of Finance
Supply Chain Operations,Business > Business Strategy,"93,051 already enrolled",Taught in English,4.8,Beginner level,11 hours (approximately),None,"Lean Six Sigma, Supply Chain, Six Sigma","4.8  {'Rudolf Leuschner, Ph.D.'}",Rutgers the State University of New Jersey
Operations Excellence,Business > Leadership and Management,,Taught in English,,Advanced level,17 hours (approximately),None,"Lean Six Sigma, Operations Management, Complex Problem Solving","None {'Rudolf Leuschner, Ph.D.'}",Rutgers the State University of New Jersey
نماذج إدارة العمليات | Operations Management Models,Business > Leadership and Management,,Taught in Arabic,4.9,Beginner level,Approx. 1 hour to complete,التعرف على نموذج شجرة القراراتفهم نموذج الإنتاج في الوقت المناسبالتعرف على نموذج سيكس سيجماالتعرف على نموذج إدارة الجودة الشاملة,"إدارة الجودة الشاملة, نماذج إدارة العمليات",None {'Alfaisal.KLD'},Alfaisal University | KLD
Operations Management: Organization and Analysis,Business > Business Strategy,"49,320 already enrolled",Taught in English,4.6,Intermediate level,13 hours (approximately),None,"Process Analytics, Supply Chain, Inventory, Operations Strategy","4.7  {'Gopesh Anand', 'Ujjal Kumar Mukherjee'}",University of Illinois at Urbana-Champaign
Operations Management: Quality and Supply Chain,Business > Business Strategy,"48,339 already enrolled",Taught in English,4.6,Intermediate level,16 hours (approximately),None,"Lean Manufacturing, Program Management, Six Sigma, Process Control","4.8  {'Gopesh Anand', 'Ujjal Kumar Mukherjee'}",University of Illinois at Urbana-Champaign
Operations Research (2): Optimization Algorithms,Computer Science > Algorithms,"12,374 already enrolled",Taught in English,4.8,Intermediate level,Approx. 12 hours to complete,Learn how to use algorithms to solve different types of optimization programs.Learn how to use Gurobi solver with Python to solve these problems efficiently.,"Algorithms, Business Analytics, Mathematical Optimization",4.8  {'孔令傑 (Ling-Chieh Kung)'},National Taiwan University
Operations Research (1): Models and Applications,Computer Science > Algorithms,"28,460 already enrolled",Taught in English,4.8,Beginner level,Approx. 11 hours to complete,"Formulate different types of mathematical models to tackle optimization
problems with business applications. Technically, the concepts and applications
of Linear Programming, Integer Programming, and Nonlinear Programming will be delivered.Solve an optimization problem with one
of the most accessible software: Microsoft Excel. ","Modeling, Business Analytics, Mathematical Optimization",4.8  {'孔令傑 (Ling-Chieh Kung)'},National Taiwan University
Operations Research (3): Theory,Computer Science > Algorithms,"7,300 already enrolled",Taught in English,5.0,Advanced level,Approx. 14 hours to complete,"Understand the theoretical properties of linear programs, integer programs, and nonlinear programs.Apply the mathematical properties to reduce the complexity of real-world problems or to solve it.","Theory, Business Analytics, Mathematical Optimization",4.9  {'孔令傑 (Ling-Chieh Kung)'},National Taiwan University
Operations Systems Excellence,Business > Business Essentials,"2,071 already enrolled",Taught in English,4.4,,18 hours (approximately),None,,5.0  {'Alan Pilkington'},University of London
"Impacting the Opioid Crisis: Prevention, Education, and Practice for Non-Prescribing Providers",Health > Public Health,"4,931 already enrolled",Taught in English,4.9,Beginner level,Approx. 18 hours to complete,"Explain the factors that contributed to the current opioid crisis. Understand the pathophysiology of pain and its treatment, including what opioids are and how they work.Understand strategies to reduce unintended use and misuse, like prescribing guidelines, surveillance, safe disposal, and intervention messaging.  Identify what strategies and tools you can employ to impact the safe use of opioids across clinical care settings and with a variety of populations.","healthcare, Opioid crisis","4.8  {'Karen Farris, PhD, MPA', 'John Ayanian'}",University of Michigan
Opioid Epidemic: From Evidence to Impact ,Health > Public Health,"3,082 already enrolled",Taught in English,4.7,Beginner level,Approx. 7 hours to complete,"Identify data sources for information about the opioid epidemic in the United States and explain general trends in opioid overdose deaths.Identify ways that prescription drug monitoring programs (PDMPs) can be used to reduce the supply of prescription opioids Explain why pharmacy benefit managers are relevant to opioid epidemicExplain the role of prescribing guidelines, safe storage, treatment, reducing stigma, and product design in opioid epidemic","Pharmacology, Health Policy, Harm Reduction, Public Health","5.0  {'Shannon Frattaroli, PhD, MPH'}",Johns Hopkins University
Opportunity Management in Salesforce,Business > Business Essentials,"7,963 already enrolled",Taught in English,4.7,Beginner level,29 hours (approximately),"Describe what sales activities an account executive is typically responsible for and how a sales operations specialist would support them. Demonstrate an in-depth knowledge of how sales teams progress opportunities through the sales pipeline and close deals in Salesforce.Demonstrate proficiency using Salesforce Sales Cloud Lightning by managing accounts, opportunities, products, quotes, and contracts.","Opportunity Management, Sales Operations, Salesforce, CRM, Salesforce Lightning","4.7  {'Trailhead', 'Salesforce', 'Anthony Jones', 'Angela Prakash'}",Pathstream
Administración de oportunidades en Salesforce,Business > Business Essentials,,Taught in Spanish,,Beginner level,29 hours (approximately),"Describa de qué actividades de ventas suele ser responsable un ejecutivo de cuentas y cómo las apoyaría un especialista en operaciones de ventas.Demostrar cómo los equipos de ventas hacen progresar las oportunidades mediante el proceso de ventas y cierran acuerdos en Salesforce.Demostrar competencia en Salesforce Sales Cloud Lightning mediante la gestión de cuentas, oportunidades, productos, presupuestos y contratos.",,"None {'Trailhead', 'Salesforce', 'Anthony Jones', 'Angela Prakash'}",Pathstream
Optical and X-Ray Characterization,Physical Science and Engineering > Mechanical Engineering,,Taught in English,,Intermediate level,4 hours (approximately),Describe the use of light to measure the thickness and refractive index of thin transparent films.Explain how light is absorbed and emitted by semiconductors.Explain the advantages and limitations of optical and X-ray characterization.,"Semiconductor Device, Complementary Metal Oxide Semiconductor (CMOS), Semiconductors, Semiconductor Characterization Techniques, Semiconductor Materials, Semiconductor Device Physics","None {'Trevor Thornton', 'Craig Smith'}",Arizona State University
Optical Efficiency and Resolution,Physical Science and Engineering > Electrical Engineering,"6,462 already enrolled",Taught in English,4.1,Advanced level,21 hours (approximately),"Design an optical system with simple mathematical and graphical techniquesDesign an optical system with the required field of view and resolutionAnalyze the characteristics of your optical system using an industry-standard design tool, OpticStudio by Zemax",,4.4  {'Robert McLeod'},University of Colorado Boulder
Optimización de Redes Neuronales Profundas,Information Technology > Networking,,Taught in Spanish,,Intermediate level,Approx. 8 hours to complete,"Utilizar eficazmente los ""trucos"" comunes de la red neuronalComprender las mejores prácticas de la industria para crear aplicaciones de aprendizaje profundo. Implementar y aplicar una variedad de algoritmos de optimización. Implementar una red neuronal en TensorFlow. ","Implementar una red neuronal en TensorFlow., Utilizar eficazmente los ""trucos"" comunes de la red neuronal incluida la inicialización la regularización de L2 los dropout y la normalización por lotes (Batch), Implementar y aplicar una variedad de algoritmos de optimización., Comprender las mejores prácticas de la industria para crear aplicaciones de aprendizaje profundo.","None {'Rafael Crescenzi', 'Pablo Alejandro Albani'}",Universidad Austral
Optimization for Decision Making,Data Science > Data Analysis,"4,951 already enrolled",Taught in English,4.8,Beginner level,13 hours (approximately),None,"Analytics, Linear Programming (LP), Mathematical Optimization",4.9  {'Soumya Sen'},University of Minnesota
Optimizing Machine Learning Performance,Data Science > Machine Learning,"6,630 already enrolled",Taught in English,4.4,,11 hours (approximately),None,,4.5  {'Anna Koop'},Alberta Machine Intelligence Institute
Optimizing a Website for Google Search,Business > Marketing,"76,878 already enrolled",Taught in English,4.7,Intermediate level,13 hours (approximately),"Use keyword research to select best keywords to optimize your website in search results  Examine how to analyze, organize, create, and build content utilizing various strategies   Use best practices to develop a high quality local SEO approach  Develop a solid approach for achieving a productive and successful relationship with your client  ","Keyword Research, Marketing, Content Marketing, Mathematical Optimization",4.8  {'Rebekah May'},"University of California, Davis"
Oracle Autonomous Database Administration,Information Technology > Data Management,"3,917 already enrolled",Taught in English,4.6,Intermediate level,Approx. 8 hours to complete,"Architecture of Oracle Autonomous DatabaseManage, maintain and monitor an Autonomous DatabaseOracle Machine Learning, APEX, and SQL Developer WebAutonomous JSON, Oracle Text, Spatial","Deploying an Autonomous Database, Identify Migration Options and Considerations, Planning and implementing an Autonomous Database, Creating an Autonomous Database","4.7  {'Kiana McDaniel', 'Killian Lynch', 'Kamryn Vinson', 'Sean Stacey', 'Sangeetha ', 'Michelle Malcher', 'Patrick Wheeler', 'Kay Malcolm', 'Angela Wall', 'Thea Lazarova', 'Henry Byorum', 'Mark Hornick', 'Maria Colgan', 'Bill Millar'}",Oracle
Oracle Cloud Data Management Foundations Workshop,Information Technology > Cloud Computing,,Taught in English,,Beginner level,Approx. 9 hours to complete,"Core concepts of Autonomous Database and the different ways to provision an ADBAdminister different flavors of Oracle Cloud Database Services including  Exadata Database Cloud Service,  MySQL Heatwave, and NoSQL Database ServiceOracle's maximum security architecture and maximum availability architectureMigrate your database to Oracle Cloud Infrastructure",,"None {'Jeff Smith', 'Marcos Arancibia', 'Keith Laker', 'Jayant Sharma', 'Kamryn Vinson', 'Perside Foster', 'Michelle Malcher', 'Patrick Wheeler', 'Mike Brey', 'Kay Malcolm', 'Russ Lowenthal', 'Maria Colgan', 'Eddie Ambler'}",Oracle
Oracle Cloud Infrastructure Architect Associate,Information Technology > Cloud Computing,"3,030 already enrolled",Taught in English,4.7,Intermediate level,Approx. 32 hours to complete,Basics of VCN and Network SecurityConcepts of Load Balancer and Traffic ManagementAutoscaling and OS ManagementSecure the OCI infrastructure using WAF,"OCI Security using WAF, Observability and Management platform on OCI, OCI Cloud Storage Options, OCI User management","None {'Samvit Mishra', 'Saurabh D Patil', 'Tijo Thomas', 'Sergio J Castro', 'Rohit Rahi', 'Orlando Gentil'}",Oracle
Oracle Cloud Infrastructure Architect Professional,Information Technology > Cloud Computing,"3,028 already enrolled",Taught in English,4.9,Advanced level,Approx. 23 hours to complete,"Kubernetes Networking with OKEFunctionsOCI API, SDK, & CLI  Migrate On-Premises Workloads to OCI","Deploying an Autonomous Database, OCI best practices and principles, Multiple ways of connecting to cloud networks, Design highly available secure networks","None {'Mahendra Mehra', 'David Mills', 'Ryan Lorica', 'Tijo Thomas', 'Sergio J Castro', 'Susan Jang', 'Rohit Rahi', 'Rashmi Ranjan Panda', 'Orlando Gentil'}",Oracle
Oracle Cloud Infrastructure Operations Professional,Information Technology > Cloud Computing,"1,944 already enrolled",Taught in English,4.8,Beginner level,Approx. 16 hours to complete,Operations management from the CLI consoleAutomation using Terraform Ansible Resource ManagementDeep Dive into SecurityTroubleshooting in OCI,"Network Security Architecture: VCN and Load balancer and DNS, Use OCI CLI to create and discover and terminate resources, Create shell scripts using OCI CLI, Use Oracle Resource Manager","None {'Ryan Lorica', 'Tijo Thomas', 'Sergio J Castro', 'Rohit Rahi', 'Orlando Gentil'}",Oracle
Oracle Database Platform,Computer Science > Software Development,"5,002 already enrolled",Taught in English,4.6,Beginner level,6 hours (approximately),None,,4.8  {'Rafiq Wayani'},LearnQuest
